module	symbol	kind	signature_or_shape	compatibility_requirement	oracle_source	port_status	evidence
requests.hooks	default_hooks	function	"() -> {""response"": []}"	Return fresh lists and dict each call	hooks.py	VERIFIED	oracle: hooks.py; test: .venv/bin/python -m pytest -q tests/test_hooks.py tests_differential/test_hooks_auth.py; scope: identity + value tests; review: accepted compatibility commits through 4d01c2c
requests.hooks	dispatch_hook	function	(key, hooks, hook_data, **kwargs)	Preserve callable/list acceptance, ordering, replacement, exceptions	hooks.py	VERIFIED	oracle: hooks.py; test: tests_differential/test_hooks_auth.py and tests_differential/test_public_types.py; scope: Task 15 fix round 3 private _dispatch_hook_trial additionally preserves missing-Callable NameError.name while retaining truthiness, get, selected truthiness, live lookup/isinstance order, exact PyErr, origin-thread callbacks, and no replay; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.auth	CONTENT_TYPE_FORM_URLENCODED	constant	str	Preserve exact value	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.auth	CONTENT_TYPE_MULTI_PART	constant	str	Preserve exact value	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.auth	_basic_auth_str	compatibility function	(username, password)	Preserve coercion, Latin-1, Base64, warning text/category	auth.py	VERIFIED	oracle: auth.py; test: tests_differential/test_hooks_auth.py and tests_differential/test_public_types.py; scope: Task 15 fix round 2 admits only exact built-in str/bytes credentials to native Base64 after pristine dependency proof; every other credential shape selects the authoritative callable exactly once before any native coercion callback, preserving username-before-password warning/coercion order; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.auth	AuthBase	class	callable base	Preserve instantiability and NotImplementedError on call	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: inheritance + call tests; review: accepted compatibility commits through 4d01c2c
requests.auth	AuthBase.__call__	method	(prepared_request)	Preserve error type/message	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: differential test; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPBasicAuth	class	AuthBase	Preserve class identity, attrs, equality	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: inheritance + protocol snapshot; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPBasicAuth.__init__	method	(username, password)	Preserve bytes/text and arbitrary-value legacy acceptance	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: signature + differential tests; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPBasicAuth.__call__	method	(prepared_request)	Preserve Authorization mutation and returned identity	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: Task 15 fix round 1 private Basic apply trial additionally proves the live HTTPBasicAuth class and __call__ before native Authorization mutation; mutation or observation failure selects the authoritative call exactly once; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPBasicAuth equality	protocol	__eq__, __ne__	Preserve getattr-based comparison	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: differential tests; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPProxyAuth	class	HTTPBasicAuth	Preserve inheritance	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: inheritance snapshot; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPProxyAuth.__call__	method	(prepared_request)	Preserve Proxy-Authorization mutation	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: Task 15 fix round 1 private Basic apply trial additionally proves the live HTTPProxyAuth class and __call__ before native Proxy-Authorization mutation; mutation or observation failure selects the authoritative call exactly once; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPDigestAuth	class	AuthBase	Preserve public attrs, thread-local behavior, equality	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: inheritance + state tests; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPDigestAuth.__init__	method	(username, password)	Preserve arbitrary Python values, public mutation, and fresh thread local	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: signature + arbitrary-object/state tests; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPDigestAuth._thread_local state	attributes	init, last_nonce, nonce_count, chal, pos, num_401_calls	Preserve actual OS-thread-local Python attributes, arbitrary replacement/mutation, and resulting Python errors	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: Task 15 native header trial snapshots and writes the actual entering-thread Python local only; shared-auth main/worker isolation, exact missing-key error, nonce partial mutation, and cursor compatibility evidence are GREEN; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPDigestAuth.init_per_thread_state	method	()	Preserve lazy per-OS-thread initialization	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: threaded differential tests; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPDigestAuth.build_digest_header	method	(method, url) -> str | None	Preserve algorithms, qop, counters, formatting	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: Task 15 fix round 3 preserves Python urlparse request-target semantics for empty query markers and final-segment params after the conservative parser-plus-lexical admission gate; earlier-segment params and nonempty queries remain, fragments stay excluded, and normalization mismatches still select compatibility before nonce state; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPDigestAuth.handle_redirect	method	(response, **kwargs)	Preserve 401 counter reset on redirect	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: low-level redirect tests; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPDigestAuth.handle_401	method	(response, **kwargs) -> Response	Preserve one resend, cookies, history, connection use	auth.py	VERIFIED	oracle: auth.py; test: tests_differential/test_hooks_auth.py and tests_differential/test_public_types.py; scope: Task 15 fix round 2 keeps the ordered private resend machine and performs the exact live bound subject.build_digest_header(method, url) call plus truthiness at the oracle stage; falsey results omit Authorization, truth/header errors precede send, and truthy exact objects are installed without replay or coercion; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.auth	HTTPDigestAuth.__call__	method	(prepared_request)	Preserve preemptive header, exact tell result, origin-thread state, and hook order	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: differential state/thread/cursor tests including negative and huge ints; review: accepted compatibility commits through 4d01c2c
requests.auth	HTTPDigestAuth equality	protocol	__eq__, __ne__	Preserve getattr-based comparison	auth.py	VERIFIED	oracle: auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py tests/test_requests.py; scope: differential tests; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockRequest	class	urllib.request-compatible wrapper	Preserve cookiejar request protocol	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: generic CookieJar protocol tests; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockRequest.__init__	method	(prepared_request)	Preserve strong request relation, new-header dict, scheme	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: signature + state snapshot; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockRequest request methods	protocol	get_type, get_host, get_origin_req_host, get_full_url, is_unverifiable	Preserve Host override, URL reconstruction, and unverifiable result	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: generic CookieJar protocol tests; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockRequest header methods	protocol	has_header, get_header(name, default=None), add_header, add_unredirected_header, get_new_headers	Preserve lookup order and add_header NotImplementedError	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: differential protocol tests; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockRequest properties	properties	unverifiable, origin_req_host, host	Preserve read-only computed values	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: property snapshot; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockResponse	class	HTTPMessage-compatible wrapper	Preserve cookiejar response protocol	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: generic CookieJar protocol tests; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockResponse.__init__	method	(headers)	Preserve arbitrary header provider identity	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: signature + state snapshot; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockResponse.info	method	() -> headers	Preserve returned object identity	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: differential protocol test; review: accepted compatibility commits through 4d01c2c
requests.cookies	MockResponse.getheaders	method	(name)	Preserve current return behavior and delegated call	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: differential protocol test; review: accepted compatibility commits through 4d01c2c
requests.cookies	extract_cookies_to_jar	function	(jar, request, response)	Preserve _original_response guard and policy invocation	cookies.py	VERIFIED	oracle: cookies.py; test: tests_differential/test_cookies.py and tests_differential/test_public_types.py; scope: Task 15 fix round 4 resolves and calls the live helper at the committed extraction stage, so truth callbacks, later MockRequest/MockResponse lookup, instance extract_cookies, and errors remain authoritative without compatibility replay; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.cookies	get_cookie_header	function	(jar, request) -> str | None	Preserve CookieJar policy and new-header behavior	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 fix round 4 resolves and calls the live helper at each committed header stage, observing later MockRequest, instance add_cookie_header, and deepvalues replacement exactly once; the public helper remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	remove_cookie_by_name	function	(cookiejar, name, domain=None, path=None)	Preserve matching and clear calls	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Fix5 private mutation performs the committed value-None removal through the live authoritative RequestsCookieJar.set path, so remove_cookie_by_name iteration and clear lookup remain source-ordered after callbacks; the public helper remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	CookieConflictError	exception	RuntimeError	Preserve hierarchy and conflict message	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Python-free snapshot lookup preserves duplicate conflict selection and exact Python-visible message in the private jar trial; the public exception/class path remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar	class	CookieJar + MutableMapping[str, str | None]	Preserve multiple inheritance and pickle support	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Fix5 adds exact-string raw module/instance/class proof, exact RLock/default-policy admission, typed origin-owned response/snapshot/header tables, fresh live projections, and source-ordered committed lookups; exact built-in ModuleType proof protects native helper shortcuts while module subclasses use authoritative live calls; public replacement remains out of scope; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar.get	method	(name, default=None, domain=None, path=None)	Preserve duplicate resolution and default	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 fix round 4 admits only exact callback-free query containers/selectors and returns a missing default from its origin-owned Python handle, preserving identity; unsupported argument iteration/comparison selects compatibility before effects and public get remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar.set	method	(name, value, **kwargs) -> Cookie | None	Preserve None deletion, Morsel conversion, kwargs	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Fix5 proves exact callback-free kwargs before commitment, then resolves later set/remove operations through ordinary live jar methods; native construction performs source-ordered live cookielib global then builtins fallback with exact NameError.name; public method remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar key iteration	methods	iterkeys(), keys()	Preserve cookie order and list versus iterator shapes	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 private snapshot preserves exact CookieJar iteration order and list-shaped key observations; public methods remain Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar value iteration	methods	itervalues(), values()	Preserve None values and list versus iterator shapes	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 private snapshot preserves ordered values including None; public methods remain Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar item iteration	methods	iteritems(), items()	Preserve tuple/list shapes and cookie order	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 private snapshot preserves ordered name/value tuples including duplicates and None; public methods remain Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar domain/path helpers	methods	list_domains(), list_paths(), multiple_domains()	Preserve order and current duplicate-domain behavior	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Python-free snapshot preserves first-seen domain/path order and the historical repeated-domain multiple_domains oddity; public methods remain Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar.get_dict	method	(domain=None, path=None) -> dict	Preserve filtering and last-value behavior	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Python-free snapshot preserves domain/path filtering, insertion order, and last duplicate value in the private trial; public method remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar mapping dunders	protocol	__iter__, __contains__, __getitem__, __setitem__, __delitem__	Preserve Cookie iteration and conflict semantics	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 fix round 4 proves exact nested storage, live http.cookiejar.deepvalues identity/code, and operation-specific instance shadows before static iteration; stage callbacks resolve live iteration dependencies and pristine exact jars remain candidate-only; public mapping protocol remains unchanged; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar.set_cookie	method	(cookie, *args, **kwargs)	Preserve quoted-value cleanup and super delegation	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Fix5 committed mutation resolves and invokes the live jar.set_cookie method once with the original Cookie value, leaving quoted-value cleanup and super delegation to the authoritative source-level method; public method remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar.update	method	(other)	Preserve CookieJar copy versus mapping update	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: differential + identity tests; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar pickle	protocol	__getstate__, __setstate__	Preserve lock omission and recreation	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Fix5 admits only the exact RLock/default-policy/threading graph, retains arbitrary __getstate__ results for source-level membership, resolves outer pickle.loads before inner pickle.dumps in CPython evaluation order, and returns a fresh live restored-cookie projection; public protocol remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar.copy	method	() -> RequestsCookieJar	Preserve policy identity and copied cookies	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 private exact-jar trial preserves shared policy identity, distinct Cookie objects, and mutation isolation through authoritative origin-thread operations; public method remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	RequestsCookieJar.get_policy	method	() -> CookiePolicy	Preserve object identity	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 private copy and custom-policy corpus preserves exact policy identity and delegates subclass policy semantics once; public method remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	create_cookie	function	(name, value, **kwargs) -> Cookie	Preserve defaults, validation, rest attrs, expiry	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Fix5 uses native construction only after callback-free exact built-in module/function proof; alias proxies, key collisions, module subclasses, and postcommit replacement execute the authoritative bound source helper once with original kwargs and no replay; public function remains Python; review: accepted compatibility commits through 4d01c2c
requests.cookies	morsel_to_cookie	function	(morsel) -> Cookie	Preserve max-age/expires conversion and flags	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: Task 15 Fix5 proves exact Morsel shape and callback-free exact built-in module/function dependencies before native conversion; alias callbacks, collision keys, and module subclasses use the authoritative live bound helper so time/calendar/create-cookie mutations remain observable without replay; review: accepted compatibility commits through 4d01c2c
requests.cookies	cookiejar_from_dict	function	(cookie_dict, cookiejar=None, overwrite=True) -> CookieJar	Preserve target identity and overwrite behavior	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: signature + differential tests; review: accepted compatibility commits through 4d01c2c
requests.cookies	merge_cookies	function	(cookiejar, cookies) -> CookieJar	Preserve type errors, target identity, CookieJar/mapping behavior	cookies.py	VERIFIED	oracle: cookies.py; test: .venv/bin/python -m pytest -q tests_differential/test_cookies.py tests/test_requests.py; scope: signature + differential tests; review: accepted compatibility commits through 4d01c2c
requests.models	REDIRECT_STATI	constant	(301, 302, 303, 307, 308)	Preserve tuple type, order, and reexport	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: value + identity snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	DEFAULT_REDIRECT_LIMIT	constant	30	Preserve exact value and reexport	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	CONTENT_CHUNK_SIZE	constant	10240	Preserve exact content buffering chunk size	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: value + read-pattern test; review: accepted compatibility commits through 4d01c2c
requests.models	ITER_CHUNK_SIZE	constant	512	Preserve exact utility default	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	RequestEncodingMixin	class	mixin with url and encoding helpers	Preserve subclass usability	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: subclass protocol tests; review: accepted compatibility commits through 4d01c2c
requests.models	RequestEncodingMixin.path_url	property	() -> str	Preserve empty path and query behavior	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: differential URL corpus; review: accepted compatibility commits through 4d01c2c
requests.models	RequestEncodingMixin._encode_params	compatibility staticmethod	(data) -> str | bytes | file-like	Preserve string/bytes/file identity and ordered iterable encoding	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 7 core query encoding + exact-safe/fallback differential parameter corpus; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.models	RequestEncodingMixin._encode_files	compatibility staticmethod	(files, data) -> (body, content_type)	Preserve tuple shapes, eager file read/buffering, read/exception timing, multipart semantics	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: differential multipart corpus with instrumented files; review: accepted compatibility commits through 4d01c2c
requests.models	RequestHooksMixin	class	mixin requiring hooks mapping	Preserve subclass usability	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: subclass protocol tests; review: accepted compatibility commits through 4d01c2c
requests.models	RequestHooksMixin.register_hook	method	(event, hook)	Preserve event validation, callable/iterable filtering, order	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: differential callback tests; review: accepted compatibility commits through 4d01c2c
requests.models	RequestHooksMixin.deregister_hook	method	(event, hook) -> bool	Preserve remove-first and result behavior	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: Task 15 private origin-thread trial preserves list.remove order, exact raising equality exception identity, and stop-before-later-comparison; public method remains authoritative; review: accepted compatibility commits through 4d01c2c
requests.models	Request	class	RequestHooksMixin	Preserve Python mutability and class identity	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: inheritance + API snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	Request.__init__	method	(method=None, url=None, headers=None, files=None, data=None, params=None, auth=None, cookies=None, hooks=None, json=None)	Preserve defaults as fresh empty containers and input identities	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: signature + state snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	Request public attributes	attributes	hooks, method, url, headers, files, data, json, params, auth, cookies	Preserve names, default values, assignment, and __dict__ visibility	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: attribute snapshot + mutation tests; review: accepted compatibility commits through 4d01c2c
requests.models	Request.__repr__	method	"() -> ""<Request [METHOD]>"""	Preserve exact formatting	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: repr snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	Request.prepare	method	() -> PreparedRequest	Preserve preparation order and returned type	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: unchanged + differential request corpus; review: accepted compatibility commits through 4d01c2c
requests.models	PreparedRequest	class	RequestEncodingMixin + RequestHooksMixin	Preserve multiple inheritance and mutable class identity	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: inheritance + API snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	PreparedRequest.__init__	method	()	Preserve exact sentinel/default state	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: state snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	PreparedRequest public attributes	attributes	method, url, headers, _cookies, body, hooks, _body_position	Preserve names, assignment, and __dict__ visibility	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: attribute snapshot + mutation tests; review: accepted compatibility commits through 4d01c2c
requests.models	PreparedRequest.prepare	method	(method=None, url=None, headers=None, files=None, data=None, params=None, auth=None, cookies=None, hooks=None, json=None)	Preserve stage order and return None	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: signature + ordered instrumentation; review: accepted compatibility commits through 4d01c2c
requests.models	PreparedRequest.__repr__	method	"() -> ""<PreparedRequest [METHOD]>"""	Preserve exact formatting	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: repr snapshot; review: accepted compatibility commits through 4d01c2c
requests.models	PreparedRequest.copy	method	() -> PreparedRequest	Preserve headers/cookies copy and body/hooks sharing	models.py	VERIFIED	oracle: models.py; test: .venv/bin/python -m pytest -q tests/test_requests.py tests_differential/test_public_types.py tests_differential/test_response.py; scope: identity graph tests; review: accepted compatibility commits through 4d01c2c
requests.models	PreparedRequest.prepare_method	method	(method)	Preserve uppercase and native-string conversion	models.py	VERIFIED	oracle: models.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, tests_differential/test_response.py, and tests_differential/test_public_types.py; scope: Task 7 Rust-derived exact-safe trial + dynamic/global fallback and differential method corpus; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
